game_id,treatment_loss_prob,language,personality_condition,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
p90_fr_neutral_0,90,fr,neutral,6,10,40,120,182,True,False,0.016275,"[12, 16, 22, 22, 22, 20, 18, 12, 22, 16]",none,"[2, 4, 2, 4, 4, 4, 4, 2, 4, 2]",32,8,8,0,none,"[2, 4, 4, 2, 2, 2, 4, 2, 4, 2]",28,12,12,0,none,"[2, 2, 4, 4, 4, 4, 4, 0, 4, 4]",32,8,8,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 2, 4, 4, 4, 2, 0, 2, 4, 2]",26,14,14,0,none,"[2, 2, 4, 4, 4, 4, 2, 2, 2, 2]",28,12,12,0
p90_fr_neutral_1,90,fr,neutral,6,10,40,120,192,True,False,0.662579,"[14, 20, 20, 20, 24, 22, 16, 18, 18, 20]",none,"[4, 4, 4, 4, 4, 4, 2, 2, 2, 2]",32,8,8,0,none,"[2, 4, 4, 4, 4, 4, 2, 2, 4, 4]",34,6,6,0,none,"[2, 2, 4, 4, 4, 4, 4, 2, 2, 4]",32,8,8,0,none,"[2, 4, 2, 2, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 4, 4, 2, 4, 2, 2, 4, 4, 2]",30,10,10,0,none,"[2, 2, 2, 4, 4, 4, 2, 4, 2, 4]",30,10,10,0
p90_fr_neutral_2,90,fr,neutral,6,10,40,120,180,True,False,0.705093,"[14, 16, 16, 20, 22, 22, 20, 20, 18, 12]",none,"[4, 4, 2, 2, 4, 4, 4, 4, 4, 0]",32,8,8,0,none,"[2, 2, 4, 2, 2, 4, 4, 4, 2, 2]",28,12,12,0,none,"[2, 2, 2, 4, 4, 4, 2, 0, 2, 4]",26,14,14,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 2, 4]",34,6,6,0,none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 2]",30,10,10,0,none,"[2, 4, 2, 4, 4, 4, 2, 4, 4, 0]",30,10,10,0
p90_fr_neutral_3,90,fr,neutral,6,10,40,120,188,True,False,0.453518,"[12, 16, 22, 24, 18, 22, 22, 18, 12, 22]",none,"[2, 2, 4, 4, 4, 4, 4, 0, 0, 4]",28,12,12,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 2, 2]",32,8,8,0,none,"[2, 2, 2, 4, 2, 4, 4, 4, 4, 4]",32,8,8,0,none,"[2, 4, 4, 4, 2, 4, 4, 4, 0, 4]",32,8,8,0,none,"[2, 4, 4, 4, 2, 2, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 4, 4, 4, 4, 2, 2, 2, 4]",30,10,10,0
p90_fr_neutral_4,90,fr,neutral,6,10,40,120,180,True,False,0.526666,"[12, 16, 24, 24, 20, 22, 16, 16, 12, 18]",none,"[2, 2, 4, 4, 4, 4, 2, 2, 0, 0]",24,16,16,0,none,"[2, 2, 4, 4, 4, 4, 4, 0, 4, 4]",32,8,8,0,none,"[2, 2, 4, 4, 2, 2, 2, 2, 0, 2]",22,18,18,0,none,"[2, 2, 4, 4, 2, 4, 2, 4, 4, 4]",32,8,8,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,none,"[2, 4, 4, 4, 4, 4, 2, 4, 0, 4]",32,8,8,0
p90_fr_neutral_5,90,fr,neutral,6,10,40,120,180,True,False,0.560393,"[12, 14, 20, 24, 20, 18, 20, 22, 20, 10]",none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 0]",32,8,8,0,none,"[2, 2, 4, 4, 4, 4, 0, 4, 2, 2]",28,12,12,0,none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 2]",30,10,10,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 2]",34,6,6,0,none,"[2, 4, 2, 4, 2, 2, 4, 4, 2, 4]",30,10,10,0,none,"[2, 2, 4, 4, 2, 2, 4, 2, 4, 0]",26,14,14,0
p90_fr_neutral_6,90,fr,neutral,6,10,40,120,200,True,False,0.271808,"[16, 20, 22, 22, 20, 22, 24, 18, 22, 14]",none,"[2, 4, 4, 4, 4, 4, 4, 0, 4, 4]",34,6,6,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 0]",34,6,6,0,none,"[2, 2, 4, 4, 2, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 4, 4, 4, 4, 2, 4, 4, 4, 0]",32,8,8,0,none,"[4, 4, 4, 2, 2, 4, 4, 2, 4, 4]",34,6,6,0,none,"[4, 2, 2, 4, 4, 4, 4, 4, 2, 2]",32,8,8,0
p90_fr_neutral_7,90,fr,neutral,6,10,40,120,190,True,False,0.602738,"[14, 20, 22, 24, 20, 24, 22, 14, 18, 12]",none,"[2, 2, 4, 4, 2, 4, 4, 2, 2, 4]",30,10,10,0,none,"[2, 4, 2, 4, 4, 4, 4, 2, 4, 0]",30,10,10,0,none,"[2, 4, 4, 4, 2, 4, 2, 2, 2, 2]",28,12,12,0,none,"[4, 4, 4, 4, 4, 4, 4, 2, 4, 2]",36,4,4,0,none,"[2, 4, 4, 4, 4, 4, 4, 2, 4, 2]",34,6,6,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 2, 2]",32,8,8,0
p90_fr_neutral_8,90,fr,neutral,6,10,40,120,186,True,False,0.527729,"[12, 16, 20, 22, 20, 24, 22, 16, 20, 14]",none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 0]",30,10,10,0,none,"[2, 4, 4, 4, 4, 4, 4, 2, 2, 2]",32,8,8,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 0]",26,14,14,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 2, 4]",34,6,6,0,none,"[2, 4, 4, 4, 4, 4, 4, 0, 4, 4]",34,6,6,0,none,"[2, 2, 4, 4, 2, 4, 2, 2, 4, 4]",30,10,10,0
p90_fr_neutral_9,90,fr,neutral,6,10,40,120,172,True,False,0.583722,"[14, 16, 14, 18, 22, 16, 20, 18, 20, 14]",none,"[2, 2, 2, 2, 4, 4, 2, 2, 4, 2]",26,14,14,0,none,"[4, 4, 2, 4, 4, 4, 4, 4, 4, 2]",36,4,4,0,none,"[2, 2, 2, 2, 2, 2, 4, 2, 2, 0]",20,20,20,0,none,"[2, 4, 4, 4, 4, 2, 4, 2, 4, 2]",32,8,8,0,none,"[2, 2, 2, 2, 4, 2, 4, 4, 2, 4]",28,12,12,0,none,"[2, 2, 2, 4, 4, 2, 2, 4, 4, 4]",30,10,10,0
p90_ar_neutral_0,90,ar,neutral,6,10,40,120,162,True,False,0.99497,"[12, 12, 12, 12, 12, 14, 18, 22, 24, 24]",none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0
p90_ar_neutral_1,90,ar,neutral,6,10,40,120,184,True,False,0.286189,"[12, 12, 14, 18, 16, 18, 22, 24, 24, 24]",none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 4, 2, 4, 4, 4, 4, 4]",32,8,8,0
p90_ar_neutral_2,90,ar,neutral,6,10,40,120,138,True,False,0.315785,"[12, 12, 12, 12, 12, 12, 12, 18, 12, 24]",none,"[2, 2, 2, 2, 2, 2, 2, 4, 2, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 2, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 2, 4]",24,16,16,0
p90_ar_neutral_3,90,ar,neutral,6,10,40,120,154,True,False,0.147379,"[14, 12, 14, 12, 12, 14, 16, 20, 18, 22]",none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,none,"[4, 2, 4, 2, 2, 2, 2, 4, 2, 2]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0
p90_ar_neutral_4,90,ar,neutral,6,10,40,120,182,True,False,0.685144,"[12, 12, 12, 12, 14, 24, 24, 24, 24, 24]",none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 4, 4, 4, 4, 4, 4]",32,8,8,0
p90_ar_neutral_5,90,ar,neutral,6,10,40,120,166,True,False,0.876656,"[12, 12, 12, 12, 12, 14, 20, 24, 24, 24]",none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0
p90_ar_neutral_6,90,ar,neutral,6,10,40,120,184,True,False,0.17343,"[12, 12, 14, 18, 16, 18, 22, 24, 24, 24]",none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 2, 2, 4, 2, 4, 4, 4, 4, 4]",32,8,8,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 4, 4, 4, 4, 4, 4, 4]",34,6,6,0
p90_ar_neutral_7,90,ar,neutral,6,10,40,120,160,True,False,0.713716,"[12, 12, 14, 16, 14, 16, 16, 18, 18, 24]",none,"[2, 2, 4, 4, 2, 4, 4, 4, 4, 4]",34,6,6,0,none,"[2, 2, 2, 2, 4, 2, 2, 4, 2, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,none,"[2, 2, 2, 4, 2, 4, 4, 4, 4, 4]",32,8,8,0
p90_ar_neutral_8,90,ar,neutral,6,10,40,120,164,True,False,0.987304,"[12, 12, 12, 12, 12, 14, 18, 24, 24, 24]",none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 4, 4, 4, 4]",28,12,12,0,none,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 4]",26,14,14,0,none,"[2, 2, 2, 2, 2, 4, 4, 4, 4, 4]",30,10,10,0
p90_ar_neutral_9,90,ar,neutral,6,10,40,120,170,True,False,0.358387,"[12, 12, 14, 16, 16, 16, 18, 18, 24, 24]",none,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 2, 2, 4, 2, 2, 4, 4, 4, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,none,"[2, 2, 2, 2, 4, 4, 4, 4, 4, 4]",32,8,8,0
p90_cn_neutral_0,90,cn,neutral,6,10,40,120,184,True,False,0.031593,"[16, 18, 24, 24, 24, 22, 16, 16, 10, 14]",none,"[4, 2, 4, 4, 4, 2, 2, 2, 2, 4]",30,10,10,0,none,"[4, 4, 4, 4, 4, 4, 2, 4, 0, 4]",34,6,6,0,none,"[2, 2, 4, 4, 4, 4, 4, 2, 4, 4]",34,6,6,0,none,"[2, 4, 4, 4, 4, 4, 2, 2, 2, 2]",30,10,10,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 0, 0]",28,12,12,0,none,"[2, 4, 4, 4, 4, 4, 2, 2, 2, 0]",28,12,12,0
p90_cn_neutral_1,90,cn,neutral,6,10,40,120,184,True,False,0.774424,"[14, 20, 22, 22, 22, 24, 12, 10, 22, 16]",none,"[2, 4, 4, 4, 4, 4, 2, 2, 2, 4]",32,8,8,0,none,"[2, 2, 4, 2, 2, 4, 4, 0, 4, 4]",28,12,12,0,none,"[2, 4, 4, 4, 4, 4, 0, 2, 4, 0]",28,12,12,0,none,"[4, 4, 4, 4, 4, 4, 4, 0, 4, 0]",32,8,8,0,none,"[2, 4, 4, 4, 4, 4, 2, 2, 4, 4]",34,6,6,0,none,"[2, 2, 2, 4, 4, 4, 0, 4, 4, 4]",30,10,10,0
p90_cn_neutral_2,90,cn,neutral,6,10,40,120,184,True,False,0.150977,"[12, 20, 22, 22, 24, 20, 18, 16, 16, 14]",none,"[2, 4, 4, 4, 4, 4, 4, 0, 2, 4]",32,8,8,0,none,"[2, 4, 4, 2, 4, 2, 2, 2, 4, 4]",30,10,10,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 2]",36,4,4,0,none,"[2, 2, 2, 4, 4, 2, 4, 2, 2, 0]",24,16,16,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 2, 0]",30,10,10,0,none,"[2, 4, 4, 4, 4, 4, 0, 4, 2, 4]",32,8,8,0
p90_cn_neutral_3,90,cn,neutral,6,10,40,120,194,True,False,0.39981,"[14, 20, 24, 24, 20, 22, 24, 16, 18, 12]",none,"[2, 4, 4, 4, 2, 2, 4, 2, 2, 2]",28,12,12,0,none,"[2, 2, 4, 4, 4, 4, 4, 4, 0, 2]",30,10,10,0,none,"[2, 2, 4, 4, 4, 4, 4, 0, 4, 4]",32,8,8,0,none,"[4, 4, 4, 4, 2, 4, 4, 4, 4, 4]",38,2,2,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 0]",34,6,6,0,none,"[2, 4, 4, 4, 4, 4, 4, 2, 4, 0]",32,8,8,0
p90_cn_neutral_4,90,cn,neutral,6,10,40,120,186,True,False,0.658426,"[16, 18, 20, 24, 18, 22, 18, 18, 12, 20]",none,"[2, 4, 4, 4, 4, 4, 2, 2, 4, 2]",32,8,8,0,none,"[2, 2, 2, 4, 4, 4, 4, 2, 2, 4]",30,10,10,0,none,"[2, 4, 4, 4, 2, 4, 2, 4, 2, 4]",32,8,8,0,none,"[2, 2, 4, 4, 2, 4, 4, 4, 0, 2]",28,12,12,0,none,"[4, 2, 2, 4, 2, 4, 2, 4, 2, 4]",30,10,10,0,none,"[4, 4, 4, 4, 4, 2, 4, 2, 2, 4]",34,6,6,0
p90_cn_neutral_5,90,cn,neutral,6,10,40,120,188,True,False,0.456746,"[12, 20, 22, 20, 22, 20, 20, 18, 12, 22]",none,"[2, 2, 4, 4, 4, 4, 2, 2, 0, 4]",28,12,12,0,none,"[2, 4, 4, 4, 4, 2, 2, 2, 0, 4]",28,12,12,0,none,"[2, 4, 4, 2, 4, 2, 4, 4, 2, 4]",32,8,8,0,none,"[2, 4, 4, 4, 4, 4, 4, 2, 2, 4]",34,6,6,0,none,"[2, 4, 4, 4, 2, 4, 4, 4, 4, 2]",34,6,6,0,none,"[2, 2, 2, 2, 4, 4, 4, 4, 4, 4]",32,8,8,0
p90_cn_neutral_6,90,cn,neutral,6,10,40,120,184,True,False,0.171974,"[14, 18, 24, 22, 22, 22, 20, 10, 12, 20]",none,"[2, 4, 4, 2, 4, 4, 4, 2, 2, 0]",28,12,12,0,none,"[2, 4, 4, 4, 4, 2, 2, 4, 2, 4]",32,8,8,0,none,"[2, 2, 4, 4, 4, 4, 4, 0, 2, 4]",30,10,10,0,none,"[2, 2, 4, 4, 4, 4, 2, 2, 2, 4]",30,10,10,0,none,"[2, 4, 4, 4, 4, 4, 4, 0, 4, 4]",34,6,6,0,none,"[4, 2, 4, 4, 2, 4, 4, 2, 0, 4]",30,10,10,0
p90_cn_neutral_7,90,cn,neutral,6,10,40,120,190,True,False,0.138416,"[16, 18, 22, 24, 22, 22, 18, 16, 16, 16]",none,"[4, 2, 4, 4, 4, 4, 2, 4, 2, 2]",32,8,8,0,none,"[4, 2, 4, 4, 2, 4, 4, 4, 4, 4]",36,4,4,0,none,"[2, 4, 4, 4, 4, 4, 2, 2, 0, 4]",30,10,10,0,none,"[2, 4, 2, 4, 4, 4, 4, 0, 4, 2]",30,10,10,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,none,"[2, 2, 4, 4, 4, 2, 2, 2, 2, 0]",24,16,16,0
p90_cn_neutral_8,90,cn,neutral,6,10,40,120,184,True,False,0.639646,"[16, 18, 24, 24, 24, 22, 18, 16, 12, 10]",none,"[4, 2, 4, 4, 4, 2, 4, 2, 4, 0]",30,10,10,0,none,"[4, 4, 4, 4, 4, 4, 0, 4, 4, 0]",32,8,8,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 0, 2]",32,8,8,0,none,"[2, 2, 4, 4, 4, 4, 4, 0, 2, 2]",28,12,12,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 0, 2]",32,8,8,0,none,"[2, 2, 4, 4, 4, 4, 2, 2, 2, 4]",30,10,10,0
p90_cn_neutral_9,90,cn,neutral,6,10,40,120,204,True,False,0.214791,"[16, 24, 22, 22, 18, 22, 22, 22, 20, 16]",none,"[2, 4, 4, 2, 2, 2, 4, 4, 0, 4]",28,12,12,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,none,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 2]",36,4,4,0,none,"[4, 4, 2, 4, 2, 4, 4, 2, 4, 0]",30,10,10,0,none,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 2]",36,4,4,0,none,"[2, 4, 4, 4, 2, 4, 4, 4, 4, 4]",36,4,4,0
p90_vn_neutral_0,90,vn,neutral,6,10,40,120,156,True,False,0.750746,"[12, 16, 14, 18, 16, 16, 20, 18, 14, 12]",none,"[2, 4, 4, 2, 2, 4, 2, 4, 2, 4]",30,10,10,0,none,"[2, 2, 2, 2, 2, 2, 4, 2, 2, 2]",22,18,18,0,none,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 0]",28,12,12,0,none,"[2, 4, 2, 4, 2, 2, 4, 4, 2, 4]",30,10,10,0,none,"[2, 2, 2, 2, 4, 2, 2, 2, 2, 2]",22,18,18,0,none,"[2, 2, 2, 4, 2, 4, 4, 2, 2, 0]",24,16,16,0
