game_id,treatment_loss_prob,language,personality_condition,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
p90_en_cooperative_0,90,en,cooperative,6,10,40,120,212,True,False,0.816158,"[18, 22, 24, 24, 22, 24, 18, 20, 20, 20]",cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",40,0,0,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 2, 4]",36,4,4,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,cooperative,"[4, 2, 4, 4, 2, 4, 4, 2, 4, 2]",32,8,8,0,cooperative,"[2, 4, 4, 4, 4, 4, 2, 4, 4, 4]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 0, 2, 2, 2]",30,10,10,0
p90_en_cooperative_1,90,en,cooperative,6,10,40,120,200,True,False,0.926395,"[22, 24, 24, 22, 24, 18, 20, 18, 24, 4]",cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 0]",36,4,4,0,cooperative,"[4, 4, 4, 2, 4, 0, 4, 4, 4, 0]",30,10,10,0,cooperative,"[4, 4, 4, 4, 4, 4, 0, 4, 4, 0]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 0]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 0, 4, 4]",36,4,4,0,cooperative,"[2, 4, 4, 4, 4, 2, 4, 2, 4, 0]",30,10,10,0
p90_en_cooperative_2,90,en,cooperative,6,10,40,120,198,True,False,0.774509,"[22, 24, 24, 20, 24, 22, 14, 16, 18, 14]",cooperative,"[2, 4, 4, 2, 4, 4, 0, 4, 4, 4]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 2, 2, 2]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 2, 4, 2]",34,6,6,0,cooperative,"[4, 4, 4, 2, 4, 4, 0, 4, 2, 4]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 2, 2, 0]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 2, 4, 2, 4, 2]",34,6,6,0
p90_en_cooperative_3,90,en,cooperative,6,10,40,120,202,True,False,0.362851,"[20, 22, 24, 22, 22, 24, 10, 20, 22, 16]",cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 4]",38,2,2,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 4]",38,2,2,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,cooperative,"[4, 2, 4, 2, 2, 4, 2, 4, 4, 4]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 0, 2, 4, 0]",30,10,10,0,cooperative,"[2, 4, 4, 4, 4, 4, 0, 2, 2, 0]",26,14,14,0
p90_en_cooperative_4,90,en,cooperative,6,10,40,120,196,True,False,0.943001,"[18, 24, 24, 24, 22, 20, 8, 20, 20, 16]",cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 4]",38,2,2,0,cooperative,"[4, 4, 4, 4, 4, 2, 0, 4, 2, 0]",28,12,12,0,cooperative,"[2, 4, 4, 4, 4, 4, 0, 4, 4, 4]",34,6,6,0,cooperative,"[2, 4, 4, 4, 4, 4, 0, 4, 4, 4]",34,6,6,0,cooperative,"[2, 4, 4, 4, 4, 2, 4, 4, 4, 4]",36,4,4,0,cooperative,"[4, 4, 4, 4, 2, 4, 2, 0, 2, 0]",26,14,14,0
p90_en_cooperative_5,90,en,cooperative,6,10,40,120,204,True,False,0.289552,"[20, 20, 22, 24, 24, 22, 20, 16, 22, 14]",cooperative,"[4, 4, 2, 4, 4, 4, 2, 2, 2, 2]",30,10,10,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 2, 4, 4]",34,6,6,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 2]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 2, 2, 0, 4, 2]",30,10,10,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 0]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",40,0,0,0
p90_en_cooperative_6,90,en,cooperative,6,10,40,120,212,True,False,0.533618,"[24, 24, 22, 24, 22, 22, 14, 22, 20, 18]",cooperative,"[4, 4, 4, 4, 4, 4, 2, 2, 2, 2]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 2]",38,2,2,0,cooperative,"[4, 4, 4, 4, 2, 4, 2, 4, 4, 4]",36,4,4,0,cooperative,"[4, 4, 2, 4, 4, 4, 0, 4, 2, 2]",30,10,10,0,cooperative,"[4, 4, 4, 4, 4, 2, 2, 4, 4, 4]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",40,0,0,0
p90_en_cooperative_7,90,en,cooperative,6,10,40,120,204,True,False,0.313135,"[18, 24, 24, 24, 22, 24, 16, 18, 12, 22]",cooperative,"[2, 4, 4, 4, 4, 4, 2, 2, 4, 2]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 0, 4]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 2, 4]",38,2,2,0,cooperative,"[2, 4, 4, 4, 2, 4, 0, 4, 4, 4]",32,8,8,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 2, 2, 4]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 2, 0, 4]",34,6,6,0
p90_en_cooperative_8,90,en,cooperative,6,10,40,120,210,True,False,0.764391,"[20, 22, 24, 22, 24, 22, 18, 24, 16, 18]",cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 0, 0]",32,8,8,0,cooperative,"[4, 2, 4, 4, 4, 4, 4, 4, 4, 4]",38,2,2,0,cooperative,"[4, 4, 4, 4, 4, 2, 4, 4, 2, 4]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",40,0,0,0,cooperative,"[2, 4, 4, 4, 4, 4, 2, 4, 4, 2]",34,6,6,0,cooperative,"[2, 4, 4, 2, 4, 4, 0, 4, 2, 4]",30,10,10,0
p90_en_cooperative_9,90,en,cooperative,6,10,40,120,200,True,False,0.122863,"[16, 22, 24, 22, 22, 24, 14, 14, 20, 22]",cooperative,"[2, 4, 4, 4, 4, 4, 4, 2, 4, 4]",36,4,4,0,cooperative,"[2, 4, 4, 2, 4, 4, 2, 2, 2, 4]",30,10,10,0,cooperative,"[4, 4, 4, 4, 4, 4, 0, 2, 4, 2]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 2, 2, 4]",34,6,6,0,cooperative,"[2, 4, 4, 4, 2, 4, 2, 2, 4, 4]",32,8,8,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0
p90_en_selfish_0,90,en,selfish,6,10,40,120,54,False,True,0.522614,"[8, 6, 8, 6, 2, 8, 8, 2, 4, 2]",selfish,"[0, 0, 0, 0, 0, 0, 2, 0, 0, 0]",2,38,0,0,selfish,"[2, 2, 4, 2, 0, 4, 4, 2, 2, 2]",24,16,0,0,selfish,"[2, 2, 2, 2, 2, 2, 0, 0, 0, 0]",12,28,0,0,selfish,"[2, 0, 2, 2, 0, 2, 2, 0, 0, 0]",10,30,0,0,selfish,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0]",4,36,0,0,selfish,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",2,38,0,0
p90_en_selfish_1,90,en,selfish,6,10,40,120,26,False,True,0.040749,"[6, 2, 6, 4, 4, 0, 2, 0, 0, 2]",selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",2,38,0,0,selfish,"[2, 0, 2, 0, 2, 0, 2, 0, 0, 0]",8,32,0,0,selfish,"[2, 0, 0, 2, 0, 0, 0, 0, 0, 0]",4,36,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 2]",12,28,0,0
p90_en_selfish_2,90,en,selfish,6,10,40,120,14,False,True,0.779875,"[4, 0, 2, 2, 0, 0, 0, 2, 2, 2]",selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[2, 0, 2, 0, 0, 0, 0, 2, 0, 0]",6,34,0,0,selfish,"[0, 0, 0, 2, 0, 0, 0, 0, 2, 2]",6,34,0,0,selfish,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,38,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0
p90_en_selfish_3,90,en,selfish,6,10,40,120,4,False,True,0.386328,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0]",selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",2,38,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,38,0,0
p90_en_selfish_4,90,en,selfish,6,10,40,120,16,False,True,0.07736,"[4, 2, 2, 2, 0, 0, 0, 0, 0, 6]",selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[2, 2, 2, 2, 0, 0, 0, 0, 0, 4]",12,28,0,0,selfish,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 2]",4,36,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0
p90_en_selfish_5,90,en,selfish,6,10,40,120,10,False,True,0.881287,"[2, 0, 0, 0, 2, 0, 0, 0, 0, 6]",selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 4]",4,36,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,38,0,0,selfish,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",2,38,0,0,selfish,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,38,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0
p90_en_selfish_6,90,en,selfish,6,10,40,120,40,False,True,0.103544,"[6, 4, 4, 2, 4, 2, 4, 2, 8, 4]",selfish,"[2, 2, 0, 0, 2, 2, 2, 0, 4, 2]",16,24,0,0,selfish,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0]",4,36,0,0,selfish,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 2]",6,34,0,0,selfish,"[0, 2, 2, 0, 2, 0, 0, 0, 0, 0]",6,34,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[2, 0, 2, 2, 0, 0, 0, 2, 0, 0]",8,32,0,0
p90_en_selfish_7,90,en,selfish,6,10,40,120,38,False,True,0.098354,"[4, 4, 2, 6, 4, 2, 6, 4, 2, 4]",selfish,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 2]",4,36,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[0, 0, 2, 2, 0, 0, 2, 0, 0, 0]",6,34,0,0,selfish,"[2, 2, 0, 0, 2, 0, 0, 2, 2, 0]",10,30,0,0,selfish,"[0, 2, 0, 2, 2, 2, 2, 2, 0, 0]",12,28,0,0,selfish,"[2, 0, 0, 0, 0, 0, 2, 0, 0, 2]",6,34,0,0
p90_en_selfish_8,90,en,selfish,6,10,40,120,68,False,True,0.015753,"[8, 8, 8, 6, 8, 6, 6, 10, 4, 4]",selfish,"[2, 2, 2, 2, 4, 2, 4, 4, 0, 2]",24,16,0,0,selfish,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 2]",6,34,0,0,selfish,"[0, 2, 2, 0, 2, 0, 0, 0, 0, 0]",6,34,0,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,0,0,selfish,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 0]",18,22,0,0,selfish,"[2, 2, 0, 2, 0, 2, 0, 4, 2, 0]",14,26,0,0
p90_en_selfish_9,90,en,selfish,6,10,40,120,58,False,True,0.586967,"[8, 6, 8, 6, 6, 8, 4, 4, 2, 6]",selfish,"[2, 2, 2, 0, 2, 2, 2, 0, 0, 2]",14,26,0,0,selfish,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 2]",6,34,0,0,selfish,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",2,38,0,0,selfish,"[2, 0, 2, 2, 2, 0, 0, 0, 0, 0]",8,32,0,0,selfish,"[2, 2, 2, 4, 2, 2, 2, 2, 0, 0]",18,22,0,0,selfish,"[0, 2, 0, 0, 0, 2, 0, 2, 2, 2]",10,30,0,0
p90_en_risk_averse_0,90,en,risk_averse,6,10,40,120,122,True,False,0.721753,"[8, 8, 14, 12, 8, 14, 8, 16, 16, 18]",risk-averse,"[2, 2, 2, 2, 2, 2, 2, 4, 2, 4]",24,16,16,0,risk-averse,"[2, 2, 4, 2, 2, 4, 2, 4, 4, 4]",30,10,10,0,risk-averse,"[0, 0, 2, 2, 0, 2, 2, 2, 2, 2]",14,26,26,0,risk-averse,"[2, 0, 2, 2, 2, 2, 0, 2, 4, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 0, 2, 0, 2, 2, 4]",18,22,22,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0
p90_en_risk_averse_1,90,en,risk_averse,6,10,40,120,126,True,False,0.347884,"[8, 12, 12, 10, 14, 12, 12, 10, 16, 20]",risk-averse,"[0, 2, 2, 2, 4, 2, 2, 2, 4, 2]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,risk-averse,"[2, 2, 2, 0, 2, 2, 2, 0, 2, 4]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0
p90_en_risk_averse_2,90,en,risk_averse,6,10,40,120,108,False,True,0.774135,"[10, 8, 12, 10, 14, 6, 8, 10, 16, 14]",risk-averse,"[2, 2, 2, 2, 2, 0, 2, 2, 4, 2]",20,20,0,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,0,0,risk-averse,"[2, 2, 2, 0, 2, 0, 0, 2, 2, 2]",14,26,0,0,risk-averse,"[2, 2, 2, 2, 2, 0, 0, 2, 2, 4]",18,22,0,0,risk-averse,"[2, 0, 2, 2, 4, 2, 2, 2, 2, 2]",20,20,0,0,risk-averse,"[0, 0, 2, 2, 2, 2, 2, 0, 4, 2]",16,24,0,0
p90_en_risk_averse_3,90,en,risk_averse,6,10,40,120,114,False,True,0.169863,"[10, 8, 10, 10, 16, 10, 12, 6, 14, 18]",risk-averse,"[2, 0, 2, 2, 2, 2, 2, 0, 4, 4]",20,20,0,0,risk-averse,"[2, 2, 2, 2, 4, 2, 2, 2, 0, 4]",22,18,0,0,risk-averse,"[2, 2, 0, 2, 2, 0, 2, 2, 2, 2]",16,24,0,0,risk-averse,"[2, 0, 2, 0, 2, 2, 2, 0, 2, 2]",14,26,0,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 0, 4, 2]",18,22,0,0,risk-averse,"[2, 2, 2, 2, 4, 2, 2, 2, 2, 4]",24,16,0,0
p90_en_risk_averse_4,90,en,risk_averse,6,10,40,120,118,False,True,0.376978,"[8, 10, 14, 16, 12, 10, 14, 14, 12, 8]",risk-averse,"[0, 0, 2, 4, 2, 0, 4, 2, 4, 4]",22,18,0,0,risk-averse,"[0, 2, 2, 2, 4, 2, 2, 2, 2, 2]",20,20,0,0,risk-averse,"[2, 2, 4, 4, 4, 2, 2, 4, 2, 0]",26,14,0,0,risk-averse,"[2, 2, 2, 2, 2, 2, 0, 2, 2, 0]",16,24,0,0,risk-averse,"[2, 2, 2, 2, 0, 2, 2, 2, 0, 2]",16,24,0,0,risk-averse,"[2, 2, 2, 2, 0, 2, 4, 2, 2, 0]",18,22,0,0
p90_en_risk_averse_5,90,en,risk_averse,6,10,40,120,124,True,False,0.836004,"[8, 12, 14, 12, 12, 10, 12, 10, 18, 16]",risk-averse,"[2, 2, 2, 2, 2, 2, 2, 0, 2, 2]",18,22,22,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 4, 2]",20,20,20,0,risk-averse,"[2, 2, 2, 2, 2, 0, 0, 2, 2, 2]",16,24,24,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,risk-averse,"[0, 2, 4, 2, 2, 2, 2, 2, 4, 2]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 4, 2, 4, 4]",26,14,14,0
p90_en_risk_averse_6,90,en,risk_averse,6,10,40,120,110,False,False,0.917078,"[6, 10, 12, 12, 12, 10, 10, 14, 12, 12]",risk-averse,"[2, 2, 2, 2, 2, 2, 2, 4, 2, 2]",22,18,18,0,risk-averse,"[0, 0, 2, 2, 2, 2, 0, 2, 2, 2]",14,26,26,0,risk-averse,"[0, 2, 2, 2, 2, 0, 0, 2, 2, 2]",14,26,26,0,risk-averse,"[0, 2, 2, 4, 2, 2, 4, 2, 2, 2]",22,18,18,0,risk-averse,"[2, 2, 2, 0, 2, 2, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0
p90_en_risk_averse_7,90,en,risk_averse,6,10,40,120,126,True,False,0.42413,"[8, 12, 14, 10, 12, 12, 14, 10, 18, 16]",risk-averse,"[0, 2, 4, 0, 2, 2, 2, 2, 4, 2]",20,20,20,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 0, 2, 0, 4, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 4, 4, 2, 2, 4]",26,14,14,0
p90_en_risk_averse_8,90,en,risk_averse,6,10,40,120,120,True,False,0.626283,"[8, 12, 10, 12, 12, 8, 14, 14, 16, 14]",risk-averse,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[0, 2, 4, 2, 2, 2, 2, 4, 4, 2]",24,16,16,0,risk-averse,"[2, 2, 2, 2, 2, 0, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 0, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[0, 2, 2, 2, 2, 2, 4, 2, 4, 4]",24,16,16,0,risk-averse,"[2, 2, 0, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0
