game_id,treatment_loss_prob,language,personality_condition,n_players,n_rounds,endowment,target,group_total,reached_target,loss_triggered,random_draw,round_totals,agent1_personality,agent1_contributions,agent1_total,agent1_savings,agent1_payoff,agent1_parse_fallbacks,agent2_personality,agent2_contributions,agent2_total,agent2_savings,agent2_payoff,agent2_parse_fallbacks,agent3_personality,agent3_contributions,agent3_total,agent3_savings,agent3_payoff,agent3_parse_fallbacks,agent4_personality,agent4_contributions,agent4_total,agent4_savings,agent4_payoff,agent4_parse_fallbacks,agent5_personality,agent5_contributions,agent5_total,agent5_savings,agent5_payoff,agent5_parse_fallbacks,agent6_personality,agent6_contributions,agent6_total,agent6_savings,agent6_payoff,agent6_parse_fallbacks
p10_en_cooperative_0,10,en,cooperative,6,10,40,120,196,True,False,0.627657,"[14, 24, 22, 24, 22, 22, 16, 20, 18, 14]",cooperative,"[2, 4, 4, 4, 4, 4, 2, 4, 0, 4]",32,8,8,0,cooperative,"[2, 4, 4, 4, 4, 2, 2, 4, 4, 0]",30,10,10,0,cooperative,"[4, 4, 2, 4, 4, 4, 4, 2, 2, 2]",32,8,8,0,cooperative,"[2, 4, 4, 4, 2, 4, 4, 4, 4, 4]",36,4,4,0,cooperative,"[2, 4, 4, 4, 4, 4, 2, 2, 4, 4]",34,6,6,0,cooperative,"[2, 4, 4, 4, 4, 4, 2, 4, 4, 0]",32,8,8,0
p10_en_cooperative_1,10,en,cooperative,6,10,40,120,220,True,False,0.728915,"[24, 24, 24, 24, 22, 24, 16, 24, 22, 16]",cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 2, 4]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",40,0,0,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 2]",38,2,2,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 2]",36,4,4,0,cooperative,"[4, 4, 4, 4, 2, 4, 4, 4, 4, 4]",38,2,2,0,cooperative,"[4, 4, 4, 4, 4, 4, 0, 4, 4, 0]",32,8,8,0
p10_en_cooperative_2,10,en,cooperative,6,10,40,120,208,True,False,0.62516,"[24, 24, 22, 22, 24, 24, 16, 20, 18, 14]",cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 2, 2]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 4]",38,2,2,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 2, 4]",38,2,2,0,cooperative,"[4, 4, 2, 4, 4, 4, 2, 0, 4, 0]",28,12,12,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 2, 4]",36,4,4,0,cooperative,"[4, 4, 4, 2, 4, 4, 2, 4, 4, 0]",32,8,8,0
p10_en_cooperative_3,10,en,cooperative,6,10,40,120,202,True,False,0.765408,"[16, 22, 24, 24, 24, 20, 18, 20, 16, 18]",cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 0, 4]",36,4,4,0,cooperative,"[2, 4, 4, 4, 4, 4, 0, 2, 0, 4]",28,12,12,0,cooperative,"[2, 4, 4, 4, 4, 0, 4, 4, 4, 4]",34,6,6,0,cooperative,"[4, 2, 4, 4, 4, 4, 4, 2, 4, 4]",36,4,4,0,cooperative,"[2, 4, 4, 4, 4, 4, 2, 4, 4, 0]",32,8,8,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 2]",36,4,4,0
p10_en_cooperative_4,10,en,cooperative,6,10,40,120,196,True,False,0.633219,"[22, 20, 24, 24, 24, 20, 18, 14, 20, 10]",cooperative,"[4, 4, 4, 4, 4, 4, 4, 2, 4, 0]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 0, 2, 2, 4, 2]",30,10,10,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 2, 4, 4]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 4, 0, 4, 4, 0]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 2, 0, 0]",30,10,10,0,cooperative,"[4, 2, 4, 4, 4, 4, 4, 2, 4, 4]",36,4,4,0
p10_en_cooperative_5,10,en,cooperative,6,10,40,120,200,True,False,0.172699,"[18, 22, 24, 24, 24, 18, 22, 16, 18, 14]",cooperative,"[4, 4, 4, 4, 4, 4, 4, 0, 2, 2]",32,8,8,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 4]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",40,0,0,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 2, 0, 4]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 0, 2, 2, 4, 0]",28,12,12,0,cooperative,"[2, 4, 4, 4, 4, 2, 4, 4, 4, 0]",32,8,8,0
p10_en_cooperative_6,10,en,cooperative,6,10,40,120,198,True,False,0.425223,"[16, 18, 22, 22, 24, 22, 24, 14, 22, 14]",cooperative,"[2, 2, 2, 4, 4, 2, 4, 4, 4, 2]",30,10,10,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 0, 4, 2]",30,10,10,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 2, 4, 0]",32,8,8,0,cooperative,"[2, 2, 4, 2, 4, 4, 4, 4, 4, 4]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 0, 4, 2]",34,6,6,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 2, 4]",38,2,2,0
p10_en_cooperative_7,10,en,cooperative,6,10,40,120,206,True,False,0.243295,"[20, 22, 24, 24, 24, 24, 14, 20, 22, 12]",cooperative,"[4, 4, 4, 4, 4, 4, 4, 2, 4, 4]",38,2,2,0,cooperative,"[2, 4, 4, 4, 4, 4, 0, 4, 4, 2]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 2, 2, 4]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 0, 4, 4, 0]",32,8,8,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 4, 4, 0]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 2, 4, 4, 2]",36,4,4,0
p10_en_cooperative_8,10,en,cooperative,6,10,40,120,212,True,False,0.497576,"[22, 24, 24, 24, 24, 18, 20, 22, 18, 16]",cooperative,"[4, 4, 4, 4, 4, 0, 4, 4, 4, 0]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",40,0,0,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 0]",36,4,4,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 2, 4]",38,2,2,0,cooperative,"[4, 4, 4, 4, 4, 2, 0, 2, 2, 4]",30,10,10,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 2, 4]",36,4,4,0
p10_en_cooperative_9,10,en,cooperative,6,10,40,120,198,True,False,0.256875,"[14, 22, 24, 24, 22, 22, 22, 18, 20, 10]",cooperative,"[2, 4, 4, 4, 2, 4, 2, 4, 4, 2]",32,8,8,0,cooperative,"[2, 2, 4, 4, 4, 4, 4, 2, 4, 0]",30,10,10,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 2, 4, 0]",32,8,8,0,cooperative,"[4, 4, 4, 4, 4, 4, 4, 4, 0, 4]",36,4,4,0,cooperative,"[2, 4, 4, 4, 4, 4, 4, 4, 4, 2]",36,4,4,0,cooperative,"[2, 4, 4, 4, 4, 2, 4, 2, 4, 2]",32,8,8,0
p10_en_selfish_0,10,en,selfish,6,10,40,120,44,False,False,0.29448,"[8, 2, 6, 2, 2, 4, 4, 6, 6, 4]",selfish,"[2, 0, 2, 0, 0, 0, 0, 2, 2, 0]",8,32,32,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[2, 0, 0, 0, 0, 0, 2, 2, 2, 0]",8,32,32,0,selfish,"[2, 0, 2, 0, 0, 2, 0, 0, 0, 2]",8,32,32,0,selfish,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0
p10_en_selfish_1,10,en,selfish,6,10,40,120,36,False,False,0.937616,"[6, 6, 2, 2, 4, 4, 4, 0, 4, 4]",selfish,"[0, 0, 0, 0, 2, 0, 2, 0, 0, 0]",4,36,36,0,selfish,"[2, 2, 2, 0, 2, 2, 2, 0, 2, 2]",16,24,24,0,selfish,"[2, 2, 0, 0, 0, 2, 0, 0, 2, 0]",8,32,32,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[2, 2, 0, 2, 0, 0, 0, 0, 0, 2]",8,32,32,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0
p10_en_selfish_2,10,en,selfish,6,10,40,120,42,False,False,0.403786,"[6, 4, 6, 6, 4, 4, 0, 2, 2, 8]",selfish,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",2,38,38,0,selfish,"[2, 2, 2, 2, 2, 2, 0, 2, 2, 2]",18,22,22,0,selfish,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",4,36,36,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,38,38,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,38,38,0,selfish,"[2, 2, 2, 2, 2, 2, 0, 0, 0, 2]",14,26,26,0
p10_en_selfish_3,10,en,selfish,6,10,40,120,58,False,False,0.657299,"[6, 8, 6, 8, 6, 6, 6, 4, 0, 8]",selfish,"[0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",2,38,38,0,selfish,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 4]",20,20,20,0,selfish,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",2,38,38,0,selfish,"[0, 2, 2, 2, 2, 0, 4, 2, 0, 0]",14,26,26,0,selfish,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 4]",8,32,32,0,selfish,"[2, 2, 2, 2, 2, 2, 0, 0, 0, 0]",12,28,28,0
p10_en_selfish_4,10,en,selfish,6,10,40,120,16,False,False,0.121236,"[6, 6, 2, 0, 2, 0, 0, 0, 0, 0]",selfish,"[2, 0, 2, 0, 0, 0, 0, 0, 0, 0]",4,36,36,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",2,38,38,0,selfish,"[2, 2, 0, 0, 2, 0, 0, 0, 0, 0]",6,34,34,0,selfish,"[2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",4,36,36,0
p10_en_selfish_5,10,en,selfish,6,10,40,120,24,False,False,0.235315,"[6, 4, 2, 2, 2, 4, 0, 0, 2, 2]",selfish,"[2, 2, 2, 0, 0, 2, 0, 0, 0, 0]",8,32,32,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",2,38,38,0,selfish,"[2, 2, 0, 0, 0, 0, 0, 0, 0, 0]",4,36,36,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[2, 0, 0, 2, 2, 2, 0, 0, 0, 2]",10,30,30,0
p10_en_selfish_6,10,en,selfish,6,10,40,120,36,False,False,0.106686,"[6, 4, 2, 4, 4, 4, 4, 4, 4, 0]",selfish,"[2, 2, 0, 2, 2, 2, 2, 2, 0, 0]",14,26,26,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 2, 0, 0, 0, 0, 0]",2,38,38,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",2,38,38,0,selfish,"[2, 0, 0, 0, 0, 2, 0, 0, 0, 0]",4,36,36,0,selfish,"[2, 2, 2, 2, 0, 0, 2, 2, 2, 0]",14,26,26,0
p10_en_selfish_7,10,en,selfish,6,10,40,120,32,False,False,0.696544,"[6, 2, 6, 4, 6, 4, 4, 0, 0, 0]",selfish,"[2, 0, 2, 2, 2, 2, 2, 0, 0, 0]",12,28,28,0,selfish,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 0]",10,30,30,0,selfish,"[2, 0, 2, 0, 2, 2, 2, 0, 0, 0]",10,30,30,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0
p10_en_selfish_8,10,en,selfish,6,10,40,120,10,False,False,0.670296,"[4, 2, 2, 0, 0, 0, 0, 0, 0, 2]",selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[2, 2, 2, 0, 0, 0, 0, 0, 0, 0]",6,34,34,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,38,38,0,selfish,"[2, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,38,38,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0
p10_en_selfish_9,10,en,selfish,6,10,40,120,14,False,False,0.540648,"[0, 0, 2, 2, 0, 2, 2, 2, 2, 2]",selfish,"[0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",2,38,38,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2]",2,38,38,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,40,40,0,selfish,"[0, 0, 2, 2, 0, 2, 2, 0, 2, 0]",10,30,30,0
p10_en_risk_averse_0,10,en,risk_averse,6,10,40,120,132,True,False,0.472652,"[8, 14, 16, 14, 12, 14, 12, 12, 14, 16]",risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,risk-averse,"[2, 4, 4, 2, 2, 2, 2, 2, 2, 2]",24,16,16,0,risk-averse,"[2, 2, 2, 2, 2, 4, 2, 2, 2, 4]",24,16,16,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 4]",22,18,18,0,risk-averse,"[0, 2, 4, 4, 2, 2, 2, 2, 4, 2]",24,16,16,0
p10_en_risk_averse_1,10,en,risk_averse,6,10,40,120,120,True,False,0.866838,"[8, 10, 14, 12, 12, 12, 14, 12, 16, 10]",risk-averse,"[2, 2, 4, 2, 2, 2, 4, 2, 2, 0]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",22,18,18,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 4, 2]",20,20,20,0,risk-averse,"[0, 0, 2, 2, 2, 2, 2, 0, 2, 0]",12,28,28,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 4]",20,20,20,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 4, 4, 2]",24,16,16,0
p10_en_risk_averse_2,10,en,risk_averse,6,10,40,120,108,False,False,0.838723,"[6, 10, 12, 12, 12, 12, 12, 12, 8, 12]",risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 0, 2]",16,24,24,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 0, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,risk-averse,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2]",16,24,24,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0
p10_en_risk_averse_3,10,en,risk_averse,6,10,40,120,116,False,False,0.620125,"[8, 10, 12, 12, 12, 12, 10, 10, 16, 14]",risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 4, 2, 2]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 2]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 0, 0, 2, 4]",18,22,22,0,risk-averse,"[0, 0, 2, 2, 2, 2, 2, 0, 2, 2]",14,26,26,0
p10_en_risk_averse_4,10,en,risk_averse,6,10,40,120,118,False,False,0.500181,"[8, 10, 14, 10, 12, 12, 12, 10, 14, 16]",risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 4, 2]",20,20,20,0,risk-averse,"[2, 2, 4, 2, 2, 4, 2, 2, 2, 4]",26,14,14,0,risk-averse,"[2, 2, 2, 2, 2, 0, 2, 2, 0, 4]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,risk-averse,"[0, 0, 2, 0, 2, 2, 2, 2, 2, 0]",12,28,28,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 0, 4, 4]",22,18,18,0
p10_en_risk_averse_5,10,en,risk_averse,6,10,40,120,106,False,False,0.175919,"[8, 4, 12, 10, 10, 10, 12, 12, 14, 14]",risk-averse,"[2, 0, 2, 2, 2, 2, 2, 2, 2, 2]",18,22,22,0,risk-averse,"[2, 2, 2, 2, 0, 2, 2, 2, 4, 2]",20,20,20,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,risk-averse,"[0, 0, 2, 2, 2, 0, 2, 2, 2, 2]",14,26,26,0,risk-averse,"[2, 0, 2, 0, 2, 2, 2, 2, 2, 4]",18,22,22,0,risk-averse,"[0, 0, 2, 2, 2, 2, 2, 2, 2, 2]",16,24,24,0
p10_en_risk_averse_6,10,en,risk_averse,6,10,40,120,120,True,False,0.609646,"[6, 6, 14, 10, 12, 10, 14, 12, 18, 18]",risk-averse,"[0, 0, 2, 2, 2, 0, 2, 2, 4, 2]",16,24,24,0,risk-averse,"[0, 0, 2, 0, 2, 2, 4, 2, 2, 2]",16,24,24,0,risk-averse,"[2, 2, 4, 2, 2, 4, 2, 2, 4, 4]",28,12,12,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 4, 4]",24,16,16,0,risk-averse,"[0, 2, 2, 2, 2, 0, 2, 2, 0, 4]",16,24,24,0,risk-averse,"[2, 0, 2, 2, 2, 2, 2, 2, 4, 2]",20,20,20,0
p10_en_risk_averse_7,10,en,risk_averse,6,10,40,120,112,False,False,0.342658,"[8, 12, 14, 10, 12, 8, 8, 16, 12, 12]",risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 4, 2, 2]",22,18,18,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 4, 2, 2]",20,20,20,0,risk-averse,"[0, 2, 2, 2, 2, 2, 0, 2, 2, 2]",16,24,24,0,risk-averse,"[2, 2, 2, 0, 2, 0, 2, 2, 2, 2]",16,24,24,0,risk-averse,"[2, 2, 4, 2, 2, 0, 0, 2, 2, 2]",18,22,22,0
p10_en_risk_averse_8,10,en,risk_averse,6,10,40,120,120,True,False,0.635937,"[10, 12, 12, 12, 12, 14, 10, 10, 14, 14]",risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,risk-averse,"[2, 2, 2, 2, 2, 4, 2, 2, 2, 2]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0,risk-averse,"[0, 2, 2, 2, 2, 2, 2, 2, 4, 4]",22,18,18,0,risk-averse,"[2, 2, 2, 2, 2, 2, 0, 0, 2, 2]",16,24,24,0,risk-averse,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",20,20,20,0
