model,game_id,treatment,language,personality_condition,society,n_players,n_periods,endowment,mpcr,mean_contribution,mean_contribution_by_period,antisocial_punishment_total,agent1_personality,agent1_contributions,agent1_total_contributed,agent1_total_earnings,agent1_contrib_fallbacks,agent1_punish_fallbacks,agent2_personality,agent2_contributions,agent2_total_contributed,agent2_total_earnings,agent2_contrib_fallbacks,agent2_punish_fallbacks,agent3_personality,agent3_contributions,agent3_total_contributed,agent3_total_earnings,agent3_contrib_fallbacks,agent3_punish_fallbacks,agent4_personality,agent4_contributions,agent4_total_contributed,agent4_total_earnings,agent4_contrib_fallbacks,agent4_punish_fallbacks
qwen25-7b-instruct,N_ar_neutral_3,N,ar,neutral,none,4,10,20,0.4,12.95,"[10.25, 11.75, 16.25, 13.75, 13.5, 13.5, 13.0, 15.0, 13.25, 9.25]",0.0,none,"[10, 12, 12, 15, 15, 16, 18, 15, 14, 12]",139,268.2,0,0,none,"[16, 15, 20, 10, 15, 14, 16, 15, 14, 1]",136,271.2,0,0,none,"[10, 8, 15, 15, 14, 12, 10, 15, 15, 14]",128,279.2,0,0,none,"[5, 12, 18, 15, 10, 12, 8, 15, 10, 10]",115,292.2,0,0
qwen25-7b-instruct,N_ar_neutral_4,N,ar,neutral,none,4,10,20,0.4,11.4,"[10.5, 11.0, 8.5, 17.25, 13.25, 13.5, 7.25, 8.75, 12.0, 12.0]",0.0,none,"[10, 10, 8, 15, 15, 12, 10, 5, 15, 10]",110,272.4,0,0,none,"[12, 12, 5, 20, 18, 15, 1, 18, 10, 15]",126,256.4,0,0,none,"[10, 12, 10, 20, 10, 12, 8, 12, 15, 8]",117,265.4,0,0,none,"[10, 10, 11, 14, 10, 15, 10, 0, 8, 15]",103,279.4,0,0
qwen25-7b-instruct,N_ar_neutral_5,N,ar,neutral,none,4,10,20,0.4,12.7,"[10.75, 11.5, 15.0, 13.25, 13.5, 12.75, 13.25, 14.0, 12.75, 10.25]",0.0,none,"[8, 10, 15, 10, 12, 15, 20, 18, 15, 15]",138,265.2,0,0,none,"[10, 12, 20, 15, 15, 12, 5, 20, 12, 1]",122,281.2,0,0,none,"[15, 12, 15, 10, 14, 10, 15, 13, 12, 10]",126,277.2,0,0,none,"[10, 12, 10, 18, 13, 14, 13, 5, 12, 15]",122,281.2,0,0
qwen25-7b-instruct,N_ar_neutral_6,N,ar,neutral,none,4,10,20,0.4,12.825,"[9.25, 13.0, 13.0, 13.0, 15.0, 12.75, 12.25, 15.75, 13.25, 11.0]",0.0,none,"[10, 15, 12, 14, 17, 13, 15, 15, 10, 0]",121,284.2,0,0,none,"[5, 10, 15, 12, 15, 12, 5, 18, 12, 15]",119,286.2,0,0,none,"[12, 14, 13, 10, 14, 12, 14, 20, 16, 14]",139,266.2,0,0,none,"[10, 13, 12, 16, 14, 14, 15, 10, 15, 15]",134,271.2,0,0
qwen25-7b-instruct,N_ar_neutral_7,N,ar,neutral,none,4,10,20,0.4,11.875,"[10.75, 10.0, 11.0, 9.5, 13.25, 12.25, 12.0, 14.5, 13.5, 12.0]",0.0,none,"[8, 5, 12, 15, 15, 12, 13, 15, 12, 13]",120,270.0,0,0,none,"[10, 5, 10, 1, 15, 12, 10, 13, 18, 10]",104,286.0,0,0,none,"[10, 12, 10, 12, 8, 10, 15, 15, 12, 10]",114,276.0,0,0,none,"[15, 18, 12, 10, 15, 15, 10, 15, 12, 15]",137,253.0,0,0
qwen25-7b-instruct,N_ar_neutral_8,N,ar,neutral,none,4,10,20,0.4,12.725,"[8.5, 11.75, 15.0, 13.75, 11.5, 14.0, 12.25, 12.0, 13.25, 15.25]",0.0,none,"[10, 12, 16, 15, 12, 16, 15, 5, 12, 18]",131,272.6,0,0,none,"[6, 10, 12, 4, 15, 13, 10, 12, 10, 15]",107,296.6,0,0,none,"[10, 15, 12, 18, 7, 15, 10, 18, 16, 18]",139,264.6,0,0,none,"[8, 10, 20, 18, 12, 12, 14, 13, 15, 10]",132,271.6,0,0
qwen25-7b-instruct,N_ar_neutral_9,N,ar,neutral,none,4,10,20,0.4,13.325,"[7.25, 12.5, 14.75, 13.0, 13.75, 11.0, 15.75, 15.5, 17.25, 12.5]",0.0,none,"[10, 15, 20, 12, 15, 10, 18, 14, 18, 15]",147,266.2,0,0,none,"[1, 12, 18, 15, 15, 10, 15, 15, 15, 10]",126,287.2,0,0,none,"[10, 8, 15, 15, 15, 12, 15, 18, 20, 10]",138,275.2,0,0,none,"[8, 15, 6, 10, 10, 12, 15, 15, 16, 15]",122,291.2,0,0
qwen25-7b-instruct,N_cn_neutral_0,N,cn,neutral,none,4,10,20,0.4,11.625,"[15.0, 12.5, 13.5, 11.25, 10.75, 11.25, 12.25, 11.25, 6.0, 12.5]",0.0,none,"[15, 14, 16, 18, 15, 15, 10, 5, 5, 10]",123,263.0,0,0,none,"[15, 1, 18, 16, 5, 12, 14, 15, 5, 18]",119,267.0,0,0,none,"[20, 15, 5, 10, 8, 6, 12, 15, 12, 10]",113,273.0,0,0,none,"[10, 20, 15, 1, 15, 12, 13, 10, 2, 12]",110,276.0,0,0
qwen25-7b-instruct,N_cn_neutral_1,N,cn,neutral,none,4,10,20,0.4,12.025,"[6.25, 12.5, 15.0, 15.0, 15.0, 13.75, 6.0, 11.25, 11.75, 13.75]",0.0,none,"[10, 15, 20, 5, 15, 10, 12, 10, 15, 15]",127,265.4,0,0,none,"[5, 15, 10, 20, 10, 15, 10, 15, 12, 15]",127,265.4,0,0,none,"[0, 5, 15, 20, 15, 15, 1, 15, 10, 10]",106,286.4,0,0,none,"[10, 15, 15, 15, 20, 15, 1, 5, 10, 15]",121,271.4,0,0
qwen25-7b-instruct,N_cn_neutral_2,N,cn,neutral,none,4,10,20,0.4,12.325,"[7.5, 7.75, 7.75, 14.25, 15.0, 11.75, 14.75, 14.25, 15.25, 15.0]",0.0,none,"[10, 5, 6, 15, 18, 15, 15, 15, 18, 15]",132,265.2,0,0,none,"[5, 10, 10, 12, 15, 10, 11, 15, 15, 15]",118,279.2,0,0,none,"[10, 15, 10, 15, 15, 12, 18, 12, 18, 15]",140,257.2,0,0,none,"[5, 1, 5, 15, 12, 10, 15, 15, 10, 15]",103,294.2,0,0
qwen25-7b-instruct,N_cn_neutral_3,N,cn,neutral,none,4,10,20,0.4,13.1,"[6.25, 11.75, 15.0, 15.5, 17.0, 16.5, 13.25, 15.5, 9.0, 11.25]",0.0,none,"[10, 15, 18, 16, 18, 15, 10, 20, 5, 18]",145,264.6,0,0,none,"[5, 12, 15, 17, 20, 19, 13, 15, 15, 12]",143,266.6,0,0,none,"[10, 10, 15, 16, 15, 18, 15, 12, 1, 5]",117,292.6,0,0,none,"[0, 10, 12, 13, 15, 14, 15, 15, 15, 10]",119,290.6,0,0
qwen25-7b-instruct,N_cn_neutral_4,N,cn,neutral,none,4,10,20,0.4,11.675,"[6.25, 9.75, 11.25, 12.5, 16.5, 10.25, 10.75, 13.25, 11.75, 14.5]",0.0,none,"[5, 10, 18, 10, 20, 15, 15, 8, 15, 10]",126,260.8,0,0,none,"[5, 9, 16, 15, 16, 1, 12, 20, 10, 18]",122,264.8,0,0,none,"[10, 15, 1, 15, 15, 15, 1, 15, 10, 15]",112,274.8,0,0,none,"[5, 5, 10, 10, 15, 10, 15, 10, 12, 15]",107,279.8,0,0
qwen25-7b-instruct,N_cn_neutral_5,N,cn,neutral,none,4,10,20,0.4,12.475,"[6.25, 6.0, 13.0, 13.75, 17.75, 16.25, 11.5, 17.0, 10.0, 13.25]",0.0,none,"[5, 5, 12, 15, 18, 15, 10, 18, 20, 15]",133,266.6,0,0,none,"[5, 5, 15, 15, 20, 20, 15, 20, 1, 5]",121,278.6,0,0,none,"[5, 10, 10, 10, 15, 15, 20, 15, 18, 15]",133,266.6,0,0,none,"[10, 4, 15, 15, 18, 15, 1, 15, 1, 18]",112,287.6,0,0
qwen25-7b-instruct,N_cn_neutral_6,N,cn,neutral,none,4,10,20,0.4,11.625,"[9.0, 10.75, 16.25, 12.0, 12.25, 12.5, 12.25, 14.0, 9.5, 7.75]",0.0,none,"[5, 10, 15, 5, 15, 15, 15, 10, 10, 10]",110,276.0,0,0,none,"[6, 3, 20, 10, 15, 5, 15, 16, 8, 10]",108,278.0,0,0,none,"[5, 10, 15, 18, 1, 15, 1, 15, 5, 10]",95,291.0,0,0,none,"[20, 20, 15, 15, 18, 15, 18, 15, 15, 1]",152,234.0,0,0
qwen25-7b-instruct,N_cn_neutral_7,N,cn,neutral,none,4,10,20,0.4,11.825,"[11.75, 11.0, 13.0, 13.25, 10.75, 12.5, 11.25, 13.0, 11.75, 10.0]",0.0,none,"[10, 14, 12, 12, 12, 12, 12, 12, 12, 13]",121,268.2,0,0,none,"[15, 14, 10, 12, 15, 15, 18, 15, 8, 1]",123,266.2,0,0,none,"[12, 1, 15, 13, 2, 5, 5, 10, 14, 10]",87,302.2,0,0,none,"[10, 15, 15, 16, 14, 18, 10, 15, 13, 16]",142,247.2,0,0
qwen25-7b-instruct,N_cn_neutral_8,N,cn,neutral,none,4,10,20,0.4,13.45,"[7.5, 12.5, 12.5, 11.25, 14.25, 14.25, 16.25, 13.75, 15.0, 17.25]",0.0,none,"[10, 15, 10, 10, 15, 15, 20, 15, 15, 15]",140,275.2,0,0,none,"[10, 15, 15, 15, 15, 15, 15, 15, 15, 20]",150,265.2,0,0,none,"[5, 5, 15, 10, 12, 15, 20, 10, 15, 15]",122,293.2,0,0,none,"[5, 15, 10, 10, 15, 12, 10, 15, 15, 19]",126,289.2,0,0
qwen25-7b-instruct,N_cn_neutral_9,N,cn,neutral,none,4,10,20,0.4,14.125,"[7.25, 13.75, 13.75, 15.0, 12.25, 14.5, 17.5, 14.5, 16.5, 16.25]",0.0,none,"[5, 5, 12, 12, 15, 20, 15, 15, 18, 15]",132,294.0,0,0,none,"[5, 10, 10, 15, 1, 10, 20, 15, 10, 15]",111,315.0,0,0,none,"[4, 20, 18, 15, 15, 18, 20, 18, 18, 20]",166,260.0,0,0,none,"[15, 20, 15, 18, 18, 10, 15, 10, 20, 15]",156,270.0,0,0
qwen25-7b-instruct,N_vn_neutral_0,N,vn,neutral,none,4,10,20,0.4,10.65,"[7.75, 9.75, 12.0, 10.5, 11.0, 9.25, 11.25, 11.5, 11.75, 11.75]",0.0,none,"[5, 12, 14, 7, 10, 0, 10, 10, 10, 12]",90,280.4,0,0,none,"[10, 5, 11, 15, 4, 7, 10, 12, 15, 5]",94,276.4,0,0,none,"[8, 12, 8, 10, 18, 20, 15, 12, 10, 20]",133,237.4,0,0,none,"[8, 10, 15, 10, 12, 10, 10, 12, 12, 10]",109,261.4,0,0
qwen25-7b-instruct,N_vn_neutral_1,N,vn,neutral,none,4,10,20,0.4,10.675,"[7.25, 10.0, 11.25, 12.75, 12.75, 9.25, 9.75, 10.5, 13.25, 10.0]",0.0,none,"[5, 10, 10, 15, 12, 8, 12, 17, 13, 10]",112,258.8,0,0,none,"[8, 10, 12, 8, 10, 14, 5, 10, 13, 5]",95,275.8,0,0,none,"[1, 10, 15, 15, 15, 10, 12, 15, 12, 15]",120,250.8,0,0,none,"[15, 10, 8, 13, 14, 5, 10, 0, 15, 10]",100,270.8,0,0
qwen25-7b-instruct,N_vn_neutral_2,N,vn,neutral,none,4,10,20,0.4,11.15,"[6.25, 11.25, 11.25, 10.0, 12.5, 13.5, 7.75, 12.75, 12.0, 14.25]",0.0,none,"[5, 10, 15, 10, 10, 12, 0, 15, 10, 5]",92,286.4,0,0,none,"[10, 10, 15, 10, 15, 12, 5, 5, 12, 20]",114,264.4,0,0,none,"[5, 10, 10, 10, 15, 20, 16, 16, 16, 20]",138,240.4,0,0,none,"[5, 15, 5, 10, 10, 10, 10, 15, 10, 12]",102,276.4,0,0
qwen25-7b-instruct,N_vn_neutral_3,N,vn,neutral,none,4,10,20,0.4,10.1,"[6.25, 9.0, 10.0, 10.0, 9.75, 10.5, 10.5, 10.0, 12.5, 12.5]",0.0,none,"[5, 10, 15, 10, 15, 12, 10, 12, 15, 15]",119,242.6,0,0,none,"[5, 5, 5, 15, 10, 10, 10, 10, 10, 10]",90,271.6,0,0,none,"[10, 15, 15, 15, 4, 5, 10, 10, 10, 15]",109,252.6,0,0,none,"[5, 6, 5, 0, 10, 15, 12, 8, 15, 10]",86,275.6,0,0
qwen25-7b-instruct,N_vn_neutral_4,N,vn,neutral,none,4,10,20,0.4,10.525,"[9.0, 8.25, 12.75, 13.25, 12.5, 13.0, 5.75, 10.25, 8.75, 11.75]",0.0,none,"[5, 2, 18, 15, 15, 10, 1, 15, 12, 5]",98,270.4,0,0,none,"[10, 15, 15, 20, 15, 15, 10, 13, 12, 17]",142,226.4,0,0,none,"[11, 8, 8, 10, 10, 15, 4, 5, 1, 15]",87,281.4,0,0,none,"[10, 8, 10, 8, 10, 12, 8, 8, 10, 10]",94,274.4,0,0
qwen25-7b-instruct,N_vn_neutral_5,N,vn,neutral,none,4,10,20,0.4,8.975,"[5.25, 7.75, 8.25, 13.0, 7.25, 7.75, 8.75, 10.5, 11.25, 10.0]",0.0,none,"[5, 5, 8, 15, 10, 5, 0, 10, 10, 10]",78,265.6,0,0,none,"[10, 10, 5, 15, 5, 1, 10, 10, 15, 0]",81,262.6,0,0,none,"[5, 8, 10, 7, 4, 10, 15, 12, 10, 10]",91,252.6,0,0,none,"[1, 8, 10, 15, 10, 15, 10, 10, 10, 20]",109,234.6,0,0
qwen25-7b-instruct,N_vn_neutral_6,N,vn,neutral,none,4,10,20,0.4,10.25,"[5.5, 11.25, 10.25, 12.25, 10.25, 11.75, 10.0, 11.0, 9.0, 11.25]",0.0,none,"[6, 12, 8, 9, 10, 10, 15, 12, 1, 15]",98,266.0,0,0,none,"[10, 8, 10, 15, 12, 12, 8, 12, 8, 10]",105,259.0,0,0,none,"[0, 15, 15, 10, 5, 10, 5, 10, 15, 10]",95,269.0,0,0,none,"[6, 10, 8, 15, 14, 15, 12, 10, 12, 10]",112,252.0,0,0
